CustomerId,GeographyID,GenderID,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ
15628824,1,2,37,3,"? 1,60,390.00",1,0,1,"? 1,83,542.00",0,21-11-2019
15814519,1,2,37,3,? 0.00,2,1,0,"? 1,94,239.00",0,18-12-2019
15636520,1,1,27,3,"? 1,25,548.00",1,0,0,"? 7,900.00",0,23-11-2019
15794414,2,1,46,4,"? 92,784.00",1,1,1,"? 51,424.00",0,24-08-2019
15643671,3,1,49,3,"? 97,036.00",2,1,0,"? 1,52,451.00",1,27-10-2019
15700650,1,1,34,3,? 0.00,2,0,0,"? 55,816.00",0,24-12-2019
15680224,1,2,26,4,? 0.00,2,1,1,"? 32,909.00",0,21-06-2019
15784286,2,1,40,3,"? 1,02,145.00",1,1,1,"? 1,00,637.00",0,27-09-2019
15693996,1,2,33,4,"? 1,13,453.00",1,0,0,"? 1,42,912.00",0,21-09-2019
15764343,2,2,46,7,"? 1,55,682.00",1,1,0,"? 26,287.00",0,26-01-2016
15704168,3,1,38,7,"? 1,27,475.00",1,0,0,"? 60,776.00",1,22-05-2016
15680197,1,1,41,6,? 0.00,2,1,1,"? 1,46,258.00",0,25-09-2016
15633729,1,1,43,6,"? 1,12,751.00",1,1,1,"? 28,332.00",0,16-06-2017
15577683,1,2,29,3,? 0.00,2,1,1,"? 1,00,919.00",0,26-09-2019
15800746,1,1,45,4,"? 1,44,889.00",1,1,1,"? 1,02,592.00",1,26-11-2018
15788686,2,1,40,3,? 0.00,2,1,1,"? 25,554.00",0,11-11-2019
15742798,1,2,22,4,"? 1,50,126.00",1,1,0,"? 1,52,108.00",1,06-01-2019
15596647,1,1,54,7,"? 69,713.00",1,1,1,"? 69,381.00",0,12-08-2016
15756070,2,2,44,5,? 0.00,2,0,1,"? 1,01,728.00",0,11-08-2018
15775116,1,1,31,4,? 0.00,2,0,0,"? 89,041.00",0,05-11-2018
15575428,3,2,35,5,"? 1,17,439.00",2,1,1,"? 16,911.00",0,24-10-2017
15654074,1,1,38,7,"? 1,19,316.00",1,1,0,"? 1,50,468.00",0,20-07-2016
15695872,1,2,30,7,"? 89,572.00",1,1,1,"? 1,77,613.00",0,22-09-2016
15568885,3,2,34,5,"? 1,02,252.00",1,1,0,"? 1,20,672.00",0,29-06-2018
15725036,1,1,42,6,"? 1,18,547.00",1,0,1,"? 77,143.00",0,22-04-2017
15632665,1,1,61,4,? 0.00,1,0,1,"? 1,27,805.00",1,02-11-2018
15571476,2,1,38,3,"? 1,03,257.00",1,0,0,"? 1,58,345.00",0,07-11-2019
15776850,2,2,43,4,"? 1,24,209.00",1,1,1,"? 1,67,179.00",0,17-11-2018
15623649,2,1,32,5,? 0.00,2,1,1,"? 15,405.00",0,29-06-2018
15751131,2,2,41,4,"? 1,50,303.00",1,1,1,"? 1,56,036.00",0,03-01-2019
15688128,2,1,34,4,"? 1,08,654.00",1,0,1,"? 1,44,725.00",0,07-10-2018
15678412,1,2,45,3,"? 85,326.00",1,0,0,"? 22,559.00",0,27-11-2019
15770291,1,2,29,4,? 0.00,2,0,0,"? 1,47,342.00",0,23-05-2019
15583392,3,1,37,6,"? 1,35,776.00",3,1,0,"? 85,470.00",1,10-05-2017
15690731,1,1,40,5,"? 1,31,411.00",1,1,1,"? 1,94,656.00",0,25-11-2017
15697948,2,2,36,5,? 0.00,2,1,1,"? 48,505.00",0,09-04-2018
15608328,2,2,41,4,? 0.00,2,0,0,"? 1,01,491.00",0,20-10-2018
15766378,3,2,45,4,"? 1,06,432.00",2,1,1,"? 1,64,118.00",0,30-12-2018
15600813,1,1,50,4,"? 90,306.00",1,1,1,"? 1,24,627.00",0,20-02-2019
15706217,3,1,28,4,"? 1,17,466.00",2,1,1,"? 34,490.00",0,13-06-2019
15601417,1,1,32,3,"? 1,48,884.00",2,1,1,"? 90,967.00",0,11-10-2019
15610972,3,2,44,3,"? 91,116.00",2,0,0,"? 24,209.00",1,29-12-2019
15674620,3,2,37,4,"? 77,374.00",2,0,1,"? 1,74,873.00",0,23-08-2019
15785350,2,1,23,4,"? 1,04,745.00",1,1,0,"? 1,70,263.00",0,14-04-2019
15749119,1,2,31,5,? 0.00,2,1,1,"? 1,12,289.00",0,20-12-2017
15756535,3,1,39,7,"? 91,539.00",1,1,1,"? 93,783.00",0,05-05-2016
15700965,1,2,32,5,? 0.00,2,1,1,"? 1,50,027.00",0,01-09-2018
15791851,1,2,34,3,"? 1,85,735.00",1,1,1,"? 1,02,037.00",0,18-11-2019
15717156,1,1,30,4,"? 1,43,397.00",2,1,1,? 899.00,0,28-07-2019
15740846,1,1,40,5,"? 1,25,910.00",1,1,1,"? 95,124.00",0,02-07-2018
15573284,1,2,45,4,? 0.00,2,0,0,"? 11,514.00",0,31-01-2019
15729083,1,1,36,6,"? 1,54,526.00",1,0,1,"? 27,469.00",0,19-04-2017
15611612,1,2,29,6,? 0.00,1,1,0,"? 37,092.00",0,22-09-2017
15694381,1,1,51,5,"? 1,00,655.00",1,1,0,"? 1,71,588.00",0,26-07-2018
15651737,2,1,44,4,"? 83,326.00",1,0,1,"? 80,829.00",0,15-11-2018
15663168,1,1,35,4,"? 1,10,935.00",1,1,0,"? 1,69,288.00",0,17-01-2019
15643426,2,2,36,4,"? 1,13,681.00",1,0,0,"? 13,197.00",0,12-09-2019
15618245,3,1,31,3,"? 1,17,020.00",2,1,0,"? 54,440.00",0,19-10-2019
15717527,1,2,49,4,"? 1,45,360.00",1,1,0,"? 38,187.00",0,23-06-2019
15793478,3,2,39,5,"? 1,51,392.00",1,1,0,"? 27,275.00",1,19-11-2017
15642248,2,1,66,5,"? 1,23,935.00",1,1,1,"? 65,758.00",0,29-08-2018
15640377,1,2,36,4,? 0.00,2,1,0,"? 97,768.00",0,12-05-2019
15723950,2,1,40,5,"? 70,291.00",1,1,1,"? 1,15,469.00",1,17-09-2018
15590327,3,2,42,5,"? 1,66,031.00",1,1,0,"? 98,293.00",0,22-08-2018
15706199,3,1,36,4,"? 96,643.00",1,0,0,"? 1,82,059.00",0,04-06-2019
15671514,2,2,33,5,? 0.00,2,0,1,"? 1,28,538.00",0,01-07-2018
15727041,1,1,71,4,? 0.00,2,1,1,"? 1,08,842.00",0,09-11-2018
15738063,1,1,29,4,? 0.00,2,1,1,"? 18,582.00",0,01-03-2019
15711733,1,1,48,4,? 0.00,2,0,1,"? 1,46,821.00",0,12-05-2019
15652320,1,1,40,4,? 0.00,2,0,0,"? 1,00,728.00",0,28-10-2018
15634180,3,1,26,7,"? 97,268.00",2,1,0,"? 39,356.00",0,18-01-2016
15694566,1,2,42,4,? 0.00,2,0,0,"? 1,69,921.00",1,31-12-2018
15726103,3,2,55,7,"? 76,297.00",1,1,0,"? 42,365.00",1,13-06-2016
15646351,2,1,27,3,? 0.00,2,1,0,"? 28,823.00",0,04-12-2019
15730044,3,2,42,5,"? 64,498.00",3,0,1,"? 1,82,437.00",1,13-10-2017
15795186,1,1,38,5,? 0.00,1,1,0,"? 1,15,700.00",0,06-12-2017
15784890,2,2,32,6,? 0.00,2,1,0,"? 16,726.00",0,06-05-2017
15694125,1,1,57,3,? 0.00,2,1,1,"? 56,876.00",0,26-12-2019
15565891,1,1,39,5,? 0.00,2,1,0,"? 56,214.00",0,14-08-2018
15674254,2,2,45,4,? 0.00,2,1,1,"? 1,93,412.00",0,14-11-2018
15775206,1,1,37,6,? 0.00,2,0,0,"? 83,263.00",0,20-11-2016
15797627,2,1,54,4,"? 1,34,250.00",1,0,1,"? 13,404.00",0,28-08-2019
15649853,1,2,45,5,? 0.00,1,1,1,"? 1,84,474.00",1,22-07-2018
15610379,1,1,30,3,"? 1,05,444.00",1,1,1,"? 1,21,125.00",0,13-12-2019
15659800,2,2,50,4,? 0.00,1,0,1,"? 1,52,568.00",1,17-05-2019
15716236,1,1,35,5,? 0.00,2,1,0,"? 10,723.00",0,25-07-2018
15672053,2,1,38,4,? 0.00,2,0,0,"? 58,011.00",0,30-11-2018
15663933,3,2,35,4,"? 86,147.00",2,1,0,"? 1,63,441.00",1,17-09-2019
15814236,2,2,38,6,"? 96,939.00",1,1,1,"? 1,02,607.00",0,31-12-2016
15583597,2,1,47,5,"? 1,06,759.00",1,1,1,"? 80,591.00",0,27-05-2018
15607395,1,2,33,4,"? 1,12,529.00",2,1,0,"? 1,77,362.00",0,30-08-2019
15694556,1,1,60,5,"? 1,16,564.00",1,1,0,"? 1,20,258.00",1,19-11-2017
15744109,1,1,32,6,? 0.00,1,1,1,"? 1,80,622.00",0,26-11-2016
15800688,2,2,42,5,? 0.00,2,0,0,"? 1,30,405.00",0,07-12-2017
15810878,2,2,38,4,"? 1,41,787.00",1,0,1,"? 1,47,798.00",0,03-08-2019
15587835,1,1,41,5,"? 1,36,417.00",1,0,1,"? 57,844.00",0,17-11-2017
15763515,1,1,30,7,? 0.00,2,1,0,"? 1,62,524.00",0,23-06-2016
15725882,3,2,40,6,"? 1,33,246.00",2,1,1,"? 54,496.00",0,21-02-2017
15788022,3,2,41,6,"? 90,758.00",2,0,1,"? 1,69,184.00",0,10-09-2017
15663917,1,1,43,5,"? 92,350.00",1,0,1,"? 80,263.00",0,21-04-2018
15656865,3,1,69,4,"? 78,778.00",1,0,1,"? 8,752.00",0,31-07-2019
15667971,3,2,34,6,"? 1,02,144.00",2,1,1,"? 1,02,629.00",0,10-05-2017
15800366,1,1,29,5,? 0.00,1,1,1,"? 94,824.00",0,05-10-2017
15717231,3,1,37,5,"? 98,460.00",1,0,0,"? 90,822.00",0,08-12-2017
15643188,3,2,47,5,"? 1,14,604.00",2,1,0,"? 1,53,194.00",1,12-04-2018
15671351,2,1,35,6,? 0.00,2,1,0,"? 87,311.00",0,09-12-2016
15573628,3,2,51,3,"? 1,48,075.00",1,1,0,"? 1,46,411.00",1,24-12-2019
15698953,2,1,36,4,? 0.00,3,1,1,"? 74,048.00",1,14-04-2019
15753888,2,2,62,6,"? 1,08,005.00",1,1,1,"? 23,387.00",1,12-11-2016
15737961,3,2,29,6,"? 1,07,713.00",2,1,1,"? 92,898.00",0,16-05-2017
15801701,2,1,35,5,? 0.00,2,1,1,"? 45,956.00",0,03-11-2017
15684419,2,2,37,4,? 0.00,3,1,0,"? 71,739.00",0,18-11-2018
15794266,1,1,32,6,"? 1,45,304.00",1,1,0,"? 1,03,561.00",0,14-06-2017
15810711,3,1,37,5,"? 1,38,476.00",2,1,1,"? 52,367.00",0,14-04-2018
15771270,1,2,27,3,"? 1,27,472.00",1,1,1,"? 1,52,916.00",1,06-12-2019
15607786,1,1,26,5,"? 1,56,552.00",1,0,1,"? 4,411.00",0,08-03-2018
15624519,3,2,49,5,"? 97,093.00",1,1,0,"? 74,771.00",1,21-11-2017
15799910,1,1,32,5,? 0.00,2,1,0,"? 1,93,818.00",1,26-06-2018
15602479,2,1,37,4,"? 1,29,313.00",1,1,1,"? 26,794.00",0,24-04-2019
15617419,3,2,29,7,"? 1,00,315.00",2,1,1,"? 32,527.00",0,15-06-2016
15657603,1,2,35,6,"? 81,685.00",1,1,0,? 824.00,0,02-09-2017
15570379,2,1,51,5,"? 88,828.00",1,0,0,"? 85,251.00",1,06-03-2018
15772996,3,1,40,7,"? 1,52,092.00",2,1,1,"? 83,509.00",0,02-02-2016
15729574,2,1,71,5,? 0.00,2,1,1,"? 1,73,599.00",0,16-12-2017
15737267,1,2,49,3,? 0.00,1,1,0,"? 79,342.00",1,26-10-2019
15799128,2,2,38,7,"? 1,02,407.00",1,0,1,"? 57,601.00",0,08-03-2016
15813327,1,1,21,6,"? 1,09,131.00",2,1,1,"? 56,192.00",0,15-10-2016
15711921,1,1,29,5,? 0.00,2,1,1,"? 6,770.00",0,09-12-2017
15654300,3,1,33,5,"? 75,242.00",1,0,1,"? 1,01,695.00",0,04-02-2018
15569945,2,1,29,5,? 0.00,2,1,0,"? 69,113.00",0,19-07-2018
15569666,1,2,45,6,? 0.00,1,0,0,"? 1,72,674.00",1,26-10-2016
15681887,3,1,33,4,"? 1,29,143.00",2,1,1,"? 26,606.00",0,13-06-2019
15608873,1,1,51,6,? 0.00,1,0,0,"? 53,353.00",0,07-09-2017
15762091,3,2,22,4,"? 1,39,130.00",1,1,1,"? 63,748.00",0,21-05-2019
15722053,2,1,33,6,? 0.00,2,0,1,"? 1,90,112.00",0,16-11-2016
15782100,2,1,22,6,"? 66,483.00",1,0,1,"? 1,10,317.00",0,03-12-2016
15765300,3,1,40,6,"? 62,389.00",3,1,0,"? 1,48,623.00",1,21-12-2016
15743570,1,2,34,6,? 0.00,2,1,1,"? 1,25,253.00",0,23-08-2017
15608541,1,1,46,5,"? 91,858.00",1,1,0,"? 1,01,955.00",1,26-10-2017
15750671,2,1,31,4,? 0.00,2,1,0,"? 1,68,462.00",0,18-01-2019
15813659,1,2,56,4,? 0.00,1,1,0,"? 26,216.00",1,07-08-2019
15757867,1,2,30,3,"? 1,76,174.00",1,1,0,"? 97,045.00",1,26-11-2019
15652914,2,1,38,7,? 0.00,1,0,1,"? 53,535.00",0,22-09-2016
15723818,1,2,37,5,"? 1,31,835.00",2,1,0,"? 8,949.00",0,26-12-2017
15713819,1,1,48,6,"? 92,348.00",1,1,1,"? 1,63,117.00",0,16-06-2017
15656484,1,1,40,5,? 0.00,2,1,1,"? 1,40,746.00",0,28-04-2018
15778515,1,1,40,5,"? 95,297.00",1,0,0,"? 1,71,516.00",0,15-12-2017
15803840,1,2,32,5,? 0.00,2,0,0,"? 1,50,803.00",0,26-02-2018
15735339,1,1,39,4,? 0.00,1,1,0,"? 76,884.00",0,03-10-2018
15600392,1,2,53,4,"? 1,23,845.00",2,0,1,"? 1,70,455.00",1,30-11-2018
15625740,3,1,62,4,"? 1,43,426.00",2,1,1,"? 1,43,104.00",0,09-11-2018
15663817,1,1,46,4,? 0.00,1,1,1,"? 55,702.00",0,22-05-2019
15734461,3,1,31,4,"? 1,12,708.00",1,0,1,"? 1,86,370.00",0,20-08-2019
15780142,1,1,43,4,"? 1,00,014.00",1,1,0,"? 24,275.00",0,16-11-2018
15709920,1,2,33,3,"? 2,08,166.00",1,0,0,"? 50,775.00",1,14-10-2019
15684248,2,1,21,5,? 0.00,2,0,1,"? 1,54,280.00",0,21-07-2018
15643158,1,2,40,7,? 0.00,1,1,0,"? 68,463.00",1,27-07-2016
15693902,1,1,19,5,? 0.00,2,1,1,"? 91,037.00",0,02-07-2018
15578307,1,2,33,4,"? 1,21,685.00",2,1,1,"? 83,682.00",0,11-04-2019
15585379,1,1,39,5,"? 1,11,525.00",1,1,0,"? 1,99,485.00",0,26-09-2017
15758510,1,1,26,4,? 0.00,2,0,0,"? 1,52,491.00",0,26-08-2019
15692918,3,1,36,5,"? 1,13,546.00",1,1,1,"? 1,34,875.00",0,10-09-2018
15705301,1,1,41,5,"? 95,697.00",2,1,1,"? 1,84,366.00",0,24-05-2018
15718231,1,1,28,7,"? 88,963.00",2,1,1,"? 1,89,840.00",0,18-05-2016
15567991,2,1,31,3,"? 1,44,880.00",2,0,1,"? 1,75,643.00",0,29-12-2019
15772650,1,1,55,4,"? 1,36,576.00",1,0,1,"? 3,268.00",1,14-03-2019
15574795,1,2,38,4,"? 63,093.00",1,1,1,"? 47,090.00",0,12-12-2018
15706036,3,1,38,7,"? 1,32,271.00",2,1,1,"? 46,562.00",0,24-03-2016
15723856,1,2,29,6,"? 88,814.00",2,1,1,"? 62,488.00",0,20-02-2017
15812920,3,1,40,4,"? 90,595.00",1,0,1,"? 1,81,598.00",0,28-09-2018
15691287,3,2,33,4,"? 1,41,816.00",1,1,0,"? 64,815.00",1,26-10-2018
15804797,1,2,54,3,"? 1,38,548.00",1,1,1,"? 70,196.00",1,26-09-2019
15708650,1,2,31,3,"? 52,192.00",2,0,1,"? 1,60,383.00",0,29-10-2019
15712777,1,1,38,3,"? 1,24,976.00",1,1,0,"? 35,848.00",0,08-11-2019
15786469,1,2,34,7,? 0.00,2,1,0,"? 87,278.00",0,15-07-2016
15669219,3,1,35,4,"? 1,04,356.00",1,1,0,"? 94,499.00",0,01-07-2019
15641004,2,2,48,6,"? 1,50,316.00",1,0,1,"? 1,33,486.00",0,20-11-2016
15648067,1,1,39,4,"? 1,29,299.00",2,1,0,"? 73,108.00",0,11-12-2018
15704014,3,1,37,4,"? 1,40,951.00",2,1,0,"? 1,95,334.00",0,26-01-2019
15645136,2,1,30,6,"? 1,28,065.00",1,1,0,"? 1,21,525.00",0,26-08-2017
15709604,1,1,23,3,"? 1,07,433.00",1,1,0,"? 1,73,843.00",0,26-11-2019
15713637,1,1,34,4,"? 1,17,469.00",1,1,0,"? 1,85,227.00",0,09-11-2018
15793901,1,2,27,4,? 0.00,2,0,0,"? 1,25,244.00",0,28-09-2018
15569759,1,2,27,4,? 0.00,3,1,0,"? 1,63,113.00",0,19-09-2019
15712930,1,1,42,6,? 0.00,1,0,0,"? 1,23,007.00",0,24-02-2017
15586504,1,1,40,6,? 0.00,2,1,0,"? 40,463.00",0,10-08-2017
15677317,1,2,29,4,"? 1,53,040.00",1,1,1,"? 1,31,364.00",1,17-12-2018
15664270,3,1,45,5,"? 1,42,084.00",4,1,0,"? 1,88,306.00",1,06-10-2017
15731519,1,2,30,3,? 0.00,2,1,0,"? 1,43,995.00",0,17-11-2019
15745623,1,1,32,6,"? 1,12,080.00",1,0,0,"? 89,369.00",0,04-01-2017
15813862,2,1,66,4,"? 1,32,045.00",2,1,1,"? 1,58,366.00",0,01-01-2019
15641934,2,2,46,7,"? 66,583.00",1,1,0,"? 78,753.00",1,07-05-2016
15713043,1,2,33,4,? 0.00,2,1,1,"? 1,00,408.00",0,19-10-2018
15700749,1,2,39,5,? 0.00,1,1,1,"? 24,678.00",0,20-09-2018
15697567,1,1,33,4,? 0.00,2,1,1,"? 39,571.00",0,26-09-2018
15715414,1,2,38,3,"? 1,02,895.00",1,0,0,"? 1,55,666.00",0,23-09-2019
15639530,2,1,42,5,? 0.00,1,1,1,"? 1,68,294.00",0,03-11-2017
15726058,3,1,27,4,"? 1,17,578.00",2,0,1,"? 87,908.00",0,03-06-2019
15725665,1,1,47,5,"? 1,98,546.00",2,1,0,"? 1,91,199.00",1,13-04-2018
15698872,2,2,39,7,? 0.00,2,0,0,"? 1,91,207.00",0,21-09-2016
15812184,1,2,31,6,? 0.00,1,1,0,"? 1,28,954.00",0,08-11-2016
15742609,3,1,28,6,"? 1,16,623.00",1,0,1,"? 59,905.00",0,08-06-2017
15815043,2,1,49,5,? 0.00,2,1,0,"? 1,62,013.00",0,03-03-2018
15640648,1,1,36,4,? 0.00,2,0,1,"? 19,232.00",0,16-11-2018
15627203,2,1,54,4,? 0.00,1,1,1,"? 1,75,749.00",0,07-12-2018
15786196,1,2,44,5,"? 1,05,771.00",3,1,0,"? 60,534.00",1,27-07-2018
15612095,1,2,48,6,? 0.00,1,1,0,"? 1,37,508.00",1,18-04-2017
15674368,1,2,39,3,"? 94,435.00",2,0,1,"? 1,89,431.00",0,11-10-2019
15783477,3,2,39,3,"? 1,12,890.00",1,0,1,"? 6,724.00",0,13-11-2019
15757559,1,2,53,6,? 0.00,2,1,0,"? 41,372.00",1,29-11-2016
15591036,3,2,43,4,"? 1,27,940.00",1,0,0,"? 1,25,141.00",1,07-06-2019
15761241,3,2,36,6,"? 1,29,745.00",1,1,1,"? 1,43,684.00",0,10-12-2016
15695078,1,1,32,5,? 0.00,2,1,1,"? 1,70,770.00",0,22-04-2018
15645744,1,2,30,5,? 0.00,2,0,1,"? 1,57,398.00",0,08-09-2018
15566988,3,2,46,5,"? 1,41,536.00",1,1,0,"? 50,595.00",1,12-09-2018
15749300,1,2,47,4,"? 1,39,914.00",1,1,1,"? 50,391.00",0,13-06-2019
15594340,1,1,41,4,"? 1,20,243.00",1,1,0,"? 1,63,150.00",1,03-09-2019
15607065,1,1,34,5,"? 91,835.00",1,0,0,"? 1,38,280.00",0,26-09-2017
15778089,2,1,37,5,? 0.00,2,0,0,"? 1,35,067.00",0,03-04-2018
15773723,2,2,22,4,"? 67,178.00",1,1,1,"? 1,63,535.00",1,17-12-2018
15697035,2,2,31,4,? 0.00,2,0,0,"? 86,657.00",0,03-06-2019
15679668,2,1,38,6,"? 1,15,379.00",1,0,1,"? 1,62,088.00",0,06-05-2017
15709861,3,1,30,5,"? 1,27,786.00",2,1,1,"? 28,879.00",0,08-08-2018
15791958,1,2,41,3,? 0.00,2,1,1,"? 1,69,204.00",1,01-11-2019
15791030,1,2,33,6,"? 64,900.00",2,1,0,"? 1,02,426.00",0,10-12-2016
15695339,3,1,53,3,"? 1,09,173.00",1,1,0,"? 54,676.00",1,23-11-2019
15658813,1,2,55,6,? 0.00,2,1,1,"? 18,369.00",0,19-12-2016
15715709,3,1,43,4,"? 1,14,091.00",1,0,1,"? 1,59,888.00",0,20-10-2018
15722533,1,2,40,7,? 0.00,2,0,1,"? 1,67,636.00",0,21-06-2016
15683118,1,1,32,4,? 0.00,2,1,0,"? 1,38,889.00",0,29-05-2019
15672798,1,2,45,4,"? 1,45,933.00",1,1,1,"? 1,99,392.00",0,28-08-2019
15680112,3,2,35,3,"? 1,31,505.00",1,1,0,"? 1,89,560.00",0,02-10-2019
15714575,3,2,44,3,"? 1,07,926.00",1,0,1,"? 17,375.00",1,24-10-2019
15806808,3,2,57,4,"? 1,12,282.00",3,1,0,"? 1,40,225.00",1,30-11-2018
15590637,1,1,41,3,? 0.00,2,0,1,"? 61,019.00",0,23-09-2019
15657535,2,1,29,5,? 0.00,1,1,1,"? 51,908.00",1,17-11-2017
15696141,2,2,31,4,? 0.00,1,1,0,"? 47,019.00",0,19-12-2018
15811947,1,1,33,3,"? 1,24,782.00",1,0,1,"? 33,701.00",0,15-11-2019
15649024,1,2,39,5,"? 1,32,866.00",1,1,1,"? 59,636.00",1,25-02-2018
15594928,3,2,38,7,"? 1,29,055.00",1,1,0,"? 1,57,148.00",0,21-03-2016
15765532,3,1,76,6,"? 96,167.00",1,1,1,"? 1,91,393.00",0,06-11-2016
15741719,1,2,40,5,"? 1,65,298.00",1,0,1,"? 1,99,863.00",0,01-06-2018
15665629,2,2,33,4,? 0.00,2,1,0,"? 20,017.00",0,01-08-2019
15728917,1,1,48,6,"? 1,20,683.00",1,1,0,"? 30,636.00",1,10-07-2017
15762993,2,1,32,7,"? 1,02,773.00",2,0,1,"? 1,17,833.00",0,15-05-2016
15571193,3,1,42,6,"? 1,44,386.00",1,1,1,"? 22,497.00",1,01-01-2017
15653521,3,2,40,6,"? 1,04,450.00",1,1,1,? 748.00,0,25-07-2017
15802220,2,1,35,4,"? 1,37,103.00",1,0,0,"? 76,871.00",0,26-03-2019
15644132,1,2,30,4,"? 1,42,476.00",1,1,1,"? 1,07,848.00",0,19-05-2019
15600832,1,2,43,6,? 0.00,1,1,0,"? 1,03,727.00",0,25-11-2016
15797919,2,1,37,4,"? 1,03,195.00",2,1,0,"? 1,78,268.00",0,20-10-2018
15603743,1,1,28,3,"? 1,12,070.00",1,0,1,"? 1,26,282.00",0,11-12-2019
15579714,1,2,29,6,? 0.00,2,0,1,"? 1,96,652.00",0,16-12-2016
15634295,1,1,35,5,"? 96,474.00",1,0,0,"? 5,962.00",0,30-08-2018
15786680,2,1,37,6,? 0.00,2,1,0,"? 21,929.00",0,31-12-2016
15623499,3,1,49,6,"? 1,08,438.00",1,0,0,"? 1,27,023.00",1,06-05-2017
15691823,1,1,37,4,"? 1,53,196.00",1,1,1,"? 1,62,763.00",0,30-11-2018
15809279,1,1,45,3,"? 96,877.00",1,1,1,"? 1,13,951.00",0,05-12-2019
15758039,1,1,44,6,? 0.00,2,0,1,"? 1,04,930.00",0,24-06-2017
15807163,1,2,38,4,? 0.00,1,0,0,"? 52,338.00",1,05-02-2019
15631639,1,2,40,5,"? 95,453.00",1,0,1,"? 1,79,965.00",0,12-01-2018
15713770,2,1,41,5,"? 63,874.00",1,1,0,"? 83,754.00",0,01-01-2018
15698167,1,2,24,4,"? 1,48,299.00",2,0,0,"? 1,82,914.00",0,02-04-2019
15781710,2,2,31,5,? 0.00,2,1,0,"? 1,66,720.00",0,20-11-2017
15801296,3,2,37,4,"? 1,43,259.00",2,1,0,"? 1,92,722.00",0,12-09-2019
15704378,3,1,37,6,"? 1,21,342.00",1,1,1,"? 1,80,241.00",0,25-09-2016
15767891,3,2,28,4,"? 99,153.00",2,1,0,"? 48,475.00",0,10-05-2019
15640667,1,2,41,3,? 0.00,2,1,0,"? 1,26,551.00",0,10-12-2019
15702145,2,1,33,4,"? 68,424.00",1,1,1,"? 64,873.00",0,22-09-2019
15679738,2,2,35,6,? 0.00,1,1,0,"? 98,032.00",1,22-11-2016
15636634,3,2,25,5,"? 79,657.00",1,1,0,"? 93,524.00",0,03-10-2017
15809227,1,1,35,5,? 0.00,2,1,1,"? 56,992.00",0,20-10-2017
15601811,1,2,53,5,"? 1,10,240.00",1,0,0,"? 1,83,981.00",1,13-04-2018
15625494,1,2,32,4,"? 1,25,322.00",2,1,1,"? 1,30,235.00",0,06-05-2019
15723737,1,1,27,4,? 0.00,1,1,0,"? 32,454.00",0,18-01-2019
15682955,1,2,32,4,"? 84,379.00",1,1,1,"? 75,396.00",0,09-10-2018
15758856,1,1,45,4,? 0.00,2,0,0,"? 1,67,756.00",0,13-03-2019
15746065,3,1,35,6,"? 1,36,281.00",2,1,1,"? 24,799.00",0,29-10-2016
15783865,1,1,59,5,"? 1,19,380.00",1,1,1,"? 60,429.00",0,16-12-2017
15745455,3,1,62,4,"? 1,08,717.00",2,1,1,"? 74,241.00",0,24-12-2018
15583033,1,2,20,7,? 0.00,2,0,1,"? 78,311.00",0,08-02-2016
15644212,2,1,28,5,? 0.00,2,1,0,"? 1,19,419.00",0,15-09-2018
15735688,1,2,31,3,"? 1,06,596.00",1,0,0,"? 91,306.00",0,19-11-2019
15658577,1,2,37,4,"? 99,546.00",3,0,1,"? 25,137.00",1,15-05-2019
15606887,1,2,30,3,? 0.00,1,1,0,"? 1,93,881.00",1,05-10-2019
15783026,1,2,41,7,? 0.00,1,1,0,"? 47,857.00",0,22-05-2016
15579892,2,1,19,6,"? 1,12,616.00",1,1,1,"? 4,492.00",0,27-11-2016
15802088,2,2,22,6,? 0.00,1,1,1,"? 1,01,312.00",0,02-11-2016
15589323,1,2,24,3,? 0.00,2,0,1,"? 38,831.00",0,29-11-2019
15636395,1,2,31,4,? 0.00,2,1,0,"? 26,817.00",0,11-12-2018
15712772,1,1,28,3,"? 75,381.00",1,1,1,"? 1,99,728.00",0,23-09-2019
15700937,2,2,24,5,? 0.00,2,1,1,"? 67,446.00",0,12-12-2017
15766659,2,1,33,3,? 0.00,2,1,0,"? 1,61,002.00",0,26-12-2019
15814033,2,1,38,4,? 0.00,2,1,0,"? 20,778.00",0,15-09-2019
15783007,3,2,45,5,"? 1,23,086.00",1,1,1,"? 41,042.00",1,17-11-2017
15654183,1,2,26,4,? 0.00,2,1,0,"? 67,484.00",0,09-10-2018
15609899,2,1,37,3,? 0.00,1,1,0,"? 1,21,764.00",0,01-11-2019
15747323,2,1,48,4,"? 1,09,472.00",1,1,0,"? 1,57,358.00",1,26-07-2019
15582591,2,1,59,4,"? 1,55,766.00",1,1,1,"? 1,10,275.00",0,10-12-2018
15738835,3,1,38,7,"? 1,01,986.00",2,0,0,"? 43,801.00",0,12-04-2016
15782404,1,2,34,4,"? 96,020.00",1,0,0,"? 9,085.00",0,23-12-2018
15697480,1,1,30,4,? 0.00,2,0,1,"? 1,43,086.00",0,30-12-2018
15697045,2,2,35,4,? 0.00,2,0,1,"? 1,00,557.00",0,08-12-2018
15781234,1,2,35,6,"? 1,47,900.00",1,1,0,"? 1,40,000.00",0,22-03-2017
